,R2,p,RMSE,id
0,0.9581233768912525,9.452648106105874e-07,92.38400034552052,RP_02
0,0.9100946983207587,0.00025613993925614753,82.13888824441199,RP_05
0,0.8940455534591945,0.0011477502659247238,48.68039546681226,RP_06
0,0.8636645360588672,0.0012780040378139025,118.16906875979896,RP_07
0,0.9867332923250942,3.866055902817424e-05,169.70157380800134,SM_03
