Time,AirTemp_Obs,AirTemp_CLM,RH_Obs,RH_CLM,Shortwave_Obs,Shortwave_CLM,Longwave_Obs,Longwave_CLM,AirPressure_Obs,AirPressure_CLM,Rainfall_Obs,Rainfall_CLM,Snowfall_Obs,Snowfall_CLM,SnowDepth_MSC_obs,SnowDepth_CLM,SWE_CLM,SCF_CLM,SoilTemp_2cm_Obs,SoilTemp_5cm_Obs,SoilTemp_10cm_Obs,SoilTemp_20cm_Obs,SnowLayerThickness_1,SnowLayerThickness_2,SnowLayerThickness_3,SnowLayerThickness_4,SnowLayerDensities_1,SnowLayerDensities_2,SnowLayerDensities_3,SnowLayerDensities_4,SnowLayerGrainRadii_1,SnowLayerGrainRadii_2,SnowLayerGrainRadii_3,SnowLayerGrainRadii_4,SnowThermalConductivities_1,SnowThermalConductivities_2,SnowThermalConductivities_3,SnowThermalConductivities_4,SnowLayerTemps_1,SnowLayerTemps_2,SnowLayerTemps_3,SnowLayerTemps_4,SnowIceContent_1,SnowIceContent_2,SnowIceContent_3,SnowIceContent_4,SnowLiquidWater_1,SnowLiquidWater_2,SnowLiquidWater_3,SnowLiquidWater_4,SoilTemp_1cm_CLM,SoilTemp_4cm_CLM,SoilTemp_9cm_CLM,SoilTemp_10cm_CLM,SoilTemp_16cm_CLM,SoilTemp_26cm_CLM,SoilTemp_40cm_CLM,SoilTemp_80cm_CLM,SoilTemp_136cm_CLM,SoilTemp_170cm_CLM,SoilTemp_208cm_CLM,SoilTemp_250cm_CLM,SoilTemp_299cm_CLM,SoilTemp_358cm_CLM,SoilTemp_427cm_CLM,PotentialSoilWater_1cm_CLM,SoilMoisture_2cm_Obs,PotentialSoilWater_4cm_CLM,SoilMoisture_5cm_Obs,PotentialSoilWater_9cm_CLM,SoilMoisture_10cm_Obs,PotentialSoilWater_16cm_CLM,SoilMoisture_20cm_Obs,PotentialSoilWater_26cm_CLM,NEE_Obs,NEE_CLM,CH4_Obs,CH4_CLM,NPP_CLM,CO2Flux_CLM,SoilResp_CLM
2017-01-01 00:00,-11.5,-11.5000061035156,80,79.9864273071289,0,224.901626586914,224.901630250005,1.00000001335143e-10,101.25,101.25,0,0,4.45095658991186e-06,4.45095656687045e-06,NaN,0.176458388566971,47.7050628662109,0.992760300636292,-9.471,-9.244,-8.927,-8.77,0.0201458502560854,0.0502234995365143,0.107375867664814,NaN,225.164535522461,268.462219238281,279.706329345703,NaN,0.14690754699707,0.3532265625,0.576702758789063,NaN,0.188723638653755,0.250773727893829,0.268111228942871,NaN,-20.6656097412109,-25.203237915039,-24.0137237548828,NaN,4.50329065322876,13.385498046875,29.8162746429443,NaN,0,0,0,NaN,-20.3694671630859,-20.4102233886719,-20.0060180664062,-20.2403930664062,-19.3555206298828,-18.254263305664,-16.7115539550781,-13.5864929199219,-11.7861083984375,-10.7032836914062,-9.40671386718748,-8.1734680175781,-7.02716674804685,-6.1063293457031,-5.57480468749998,-15,0.006,-15,0.019,-15,0.062,-15,0.08,-15,NaN,0,NaN,0.000556309244264591,0,0,0
2017-01-02 00:00,-1.8,-2.60001220703123,75,81.9727630615234,0,225.370239257813,219.039688770034,1.00000001335143e-10,100.9,100.94,0,0,0,0,NaN,0.17917275428772,48.0363159179688,0.995331645011902,-8.314,-8.427,-8.333,-8.292,0.0200996678322554,0.0502844601869583,0.108758479356766,NaN,216.980087280273,266.782196044922,279.260620117188,NaN,0.149333526611328,0.349716949462891,0.574004699707031,NaN,0.178582832217216,0.248300105333328,0.26742285490036,NaN,-13.3697875976562,-15.3226379394531,-17.9942687988281,NaN,4.3362717628479,13.3380670547485,30.1977348327637,NaN,0,0,0,NaN,-16.6665100097656,-16.8885864257812,-17.0530151367187,-16.9099487304687,-17.1410888671875,-17.0560668945312,-16.5229858398437,-14.0650695800781,-12.0693115234375,-10.870703125,-9.53116455078123,-8.2828430175781,-7.12430419921873,-6.18643798828123,-5.63260498046873,-15,0.004,-15,0.02,-15,0.063,-15,0.087,-15,NaN,0,NaN,0.000416084944796901,0,0,0
2017-01-03 00:00,-2.8,-3.5000061035156,69,73.9672088623047,0,226.589492797852,223.925363164148,1.00000001335143e-10,101.3,101.29,0,0,0,0,NaN,0.178877592086792,48.1683578491211,0.995888590812683,-7.513,-7.648,-7.569,-7.57,0.0199042782187462,0.0501409322023392,0.109745867550373,NaN,219.016677856445,265.898345947266,279.097320556641,NaN,0.156970489501953,0.350894256591797,0.573718505859375,NaN,0.181204468011856,0.246784880757332,0.267141073942184,NaN,-7.78201904296873,-9.7081359863281,-13.2284606933594,NaN,4.3402738571167,13.2742042541504,30.4961090087891,NaN,0,0,0,NaN,-14.7188781738281,-14.9054626464844,-15.0789245605469,-14.9375366210937,-15.2420104980469,-15.3959716796875,-15.3768981933594,-14.0920166015625,-12.3405212402344,-11.0801452636719,-9.67471923828123,-8.39630737304685,-7.22141113281248,-6.26621093749998,-5.69061889648435,-15,0.008,-15,0.021,-15,0.059,-15,0.082,-15,NaN,0,NaN,0.000435973888882795,0,0,0
2017-01-04 00:00,-3.3,-3.19998779296873,93,95.9933242797852,0,288.289581298828,277.928119388959,1.00000001335143e-10,101.95,101.9,0,0,0,5.86890928389039e-05,NaN,0.192513957619667,50.6783676147461,0.999992966651917,-6.205,-6.607,-6.583,-6.748,0.0199433136731386,0.0500511564314365,0.111821383237839,NaN,220.734237670898,264.096069335938,278.679962158203,NaN,0.167974700927734,0.350060729980469,0.572229553222656,NaN,0.183504864573479,0.244852647185326,0.266618579626083,NaN,-3.91473999023435,-6.3430236816406,-10.8634399414062,NaN,4.39032316207886,13.1834697723389,31.0784587860107,NaN,1.7005537301884e-05,0,0,NaN,-12.9265808105469,-13.2116149902344,-13.4661315917969,-13.2564147949219,-13.7270874023437,-14.0545104980469,-14.3209899902344,-13.8305419921875,-12.4820617675781,-11.2673400878906,-9.8297180175781,-8.51654663085935,-7.31964721679685,-6.34589233398435,-5.74884643554685,-15,0.007,-15,0.021,-15,0.062,-15,0.087,-15,NaN,0,NaN,0.000457498001227694,0,0,0
2017-01-05 00:00,-11,-11.5000061035156,84,84.9892501831055,0,184.34098815918,186.241453650048,1.00000001335143e-10,101.83,101.91,0,0,0,0,NaN,0.185271605849266,50.8561897277832,0.99999475479126,-7.723,-7.323,-7.031,-6.86,0.0184241533279419,0.0497957244515419,0.122420288622379,NaN,234.592620849609,255.204177856445,276.635467529297,NaN,0.182249908447266,0.326107086181641,0.554869812011719,NaN,0.200479328632355,0.230699956417084,0.263279557228088,NaN,-11.4638427734375,-11.345556640625,-11.9390625,NaN,4.20159864425659,12.7073354721069,33.8655853271484,NaN,0,0,0,NaN,-13.4658264160156,-13.474462890625,-13.4844116210937,-13.4767211914062,-13.5012878417969,-13.5429443359375,-13.6208862304687,-13.4539855957031,-12.4874633789062,-11.3886779785156,-9.97492065429685,-8.64053955078123,-7.41977539062498,-6.42575683593748,-5.80728759765623,-15,0.007,-15,0.021,-15,0.066,-15,0.086,-15,NaN,0,NaN,0.000449735041452736,0,0,0
2017-01-06 00:00,-18.3,-16.7999938964844,85,86.9941482543945,0,232.25617980957,231.102010986407,1.00000001335143e-10,102.47,102.17,0,0,0.000217660504363855,0.000407866697059944,NaN,0.194580808281898,64.3518218994141,1,-8.761,-8.167,-7.778,-7.524,0.0164390504360199,0.048781655728817,0.121555633842945,NaN,325.096343994141,292.073059082031,285.578643798828,NaN,0.169492660522461,0.306772918701172,0.548569580078125,NaN,0.338471412658691,0.28580242395401,0.275027871131897,NaN,-13.7407287597656,-13.6406311035156,-13.49912109375,NaN,5.40595436096191,14.2481870651245,34.710578918457,NaN,0,0,0,NaN,-13.6171020507812,-13.5652526855469,-13.5303405761719,-13.5616516113281,-13.5085205078125,-13.494970703125,-13.4708923339844,-13.1843322753906,-12.4062255859375,-11.4385437011719,-10.0932373046875,-8.7613586425781,-7.52115478515623,-6.50601806640623,-5.8659729003906,-15,0.007,-15,0.024,-15,0.059,-15,0.083,-15,NaN,0,NaN,0.000441337051556036,0,0,0
2017-01-07 00:00,-21.5,-22.4,73,77.9948425292969,0,157.660690307617,180.47496939625,1.00000001335143e-10,102.69,102.88,0,0,0,0,NaN,0.216244146227837,71.3746566772461,1,-10.769,-9.607,-9.048,-8.619,0.0199999827891588,0.0499999895691872,0.138928771018982,NaN,329.413848876953,347.764923095703,326.123046875,NaN,0.121319160461426,0.214517105102539,0.477139770507812,NaN,0.352674871683121,0.387537986040115,0.346065998077393,NaN,-21.3434661865234,-19.8893035888672,-16.430029296875,NaN,6.58827209472656,17.3882427215576,45.3178863525391,NaN,0,0,0,NaN,-15.0944274902344,-14.8018859863281,-14.5540222167969,-14.7612670898437,-14.312109375,-14.0036071777344,-13.6588500976562,-13.0421203613281,-12.3105529785156,-11.4418395996094,-10.1799072265625,-8.87235107421873,-7.62201538085935,-6.5866760253906,-5.92499389648435,-15,-0.001,-15,0.018,-15,0.06,-15,0.082,-15,NaN,0,NaN,0.000429252485393038,0,0,0
2017-01-08 00:00,-8.8,-9.0000061035156,92,91.9921798706055,0,268.790252685547,265.080444539074,1.00000001335143e-10,101.05,100.98,0,0,1.68636261409e-05,0,NaN,0.213203817605972,71.341438293457,1,-9.323,-9.294,-9.037,-8.865,0.0195815991610289,0.049956887960434,0.146189942955971,NaN,318.365844726563,345.134826660156,327.603332519531,NaN,0.116999580383301,0.20233952331543,0.462489501953125,NaN,0.330435663461685,0.3818339407444,0.349332332611084,NaN,-15.8795227050781,-16.3596252441406,-16.3371032714844,NaN,6.22346448898315,17.241792678833,47.8922805786133,NaN,0,0,0,NaN,-14.2804931640625,-14.3652709960937,-14.4121154785156,-14.367041015625,-14.4076599121094,-14.293798828125,-13.9852661132812,-13.0670227050781,-12.2459167480469,-11.4295715332031,-10.2410949707031,-8.97015991210935,-7.7202209472656,-6.66739501953123,-5.98432006835935,-15,0.002,-15,0.019,-15,0.06,-15,0.081,-15,NaN,0,NaN,0.000438281063883848,0,0,0
2017-01-09 00:00,-12.5,-13.4,88,85.9914169311523,0,254.410934448242,262.568183904801,1.00000001335143e-10,101.32,101.42,0,0,1.66350494178009e-05,4.99316956847906e-06,NaN,0.222739905118942,72.3161468505859,1,-8.821,-8.601,-8.316,-8.162,0.0194485951215029,0.0498411767184734,0.14824578166008,NaN,309.005767822266,344.846435546875,328.863311767578,NaN,0.121325088500977,0.199836639404297,0.45796435546875,NaN,0.319987088441849,0.382142543792725,0.35163751244545,NaN,-12.1805480957031,-12.2455810546875,-12.9535888671875,NaN,5.98827075958252,17.1871471405029,48.7533798217773,NaN,0,0,0,NaN,-13.7274230957031,-13.7095397949219,-13.6953491210937,-13.7074340820312,-13.6825927734375,-13.6624206542969,-13.5986083984375,-13.0519775390625,-12.2280334472656,-11.4269775390625,-10.2882141113281,-9.05527343749998,-7.81400146484373,-6.7476867675781,-6.04392089843748,-15,0.003,-15,0.021,-15,0.065,-15,0.081,-15,NaN,0,NaN,0.000442677526262014,0,0,0
2017-01-10 00:00,-6.6,-6.29999389648435,94,93.9923782348633,0,275.663177490234,280.613938616274,1.00000001335143e-10,100.53,100.56,0,0,1.65295385110146e-05,2.11009210033808e-05,NaN,0.242978736758232,78.5137252807617,1,-7.746,-7.841,-7.726,-7.703,0.0183247458189726,0.0478392504155636,0.174304112792015,NaN,256.333953857422,294.4423828125,326.089599609375,NaN,0.1425185546875,0.181938369750977,0.419910125732422,NaN,0.238044947385788,0.295610308647156,0.346983999013901,NaN,-9.20187988281248,-10.3264831542969,-12.6396240234375,NaN,4.6512885093689,14.0690097808838,56.8249168395996,NaN,0,0,0,NaN,-12.8816284179687,-13.027197265625,-13.1457885742187,-13.0455383300781,-13.2480224609375,-13.339453125,-13.3497680664062,-12.9398864746094,-12.2055114746094,-11.4320129394531,-10.3300537109375,-9.1304992675781,-7.90262451171873,-6.82694091796873,-6.10370483398435,-15,0.007,-15,0.021,-15,0.062,-15,0.083,-15,NaN,0,NaN,0.000451478322994155,0,0,0
2017-01-11 00:00,-14.8,-14.7999938964844,89,88.9937896728516,0,260.164398193359,237.987948165322,1.00000001335143e-10,100.23,100.27,0,0,0,1.13440428322065e-05,NaN,0.242168560624123,79.2449188232422,1,-7.883,-7.637,-7.403,-7.34,0.0198894254863262,0.04270339012146,0.178702145814896,NaN,340.180786132813,325.307067871094,325.634246826172,NaN,0.157642486572266,0.181767364501953,0.413973693847656,NaN,0.372101277112961,0.343406021595001,0.345775991678238,NaN,-9.34674682617185,-9.5867980957031,-10.9779724121094,NaN,6.76512575149536,13.8713636398315,58.1914596557617,NaN,0,0,0,NaN,-12.4810852050781,-12.5311645507812,-12.5865844726562,-12.543310546875,-12.6582397460937,-12.770849609375,-12.8932556152344,-12.7759460449219,-12.1599487304687,-11.4296630859375,-10.3669494628906,-9.19830932617185,-7.98605957031248,-6.90473022460935,-6.16351928710935,-15,-0.002,-15,0.022,-15,0.067,-15,0.091,-15,NaN,0,NaN,0.00045102247059697,0,0,0
2017-01-12 00:00,-13.2,-13.1000122070312,88,87.9921188354492,0,255.886184692383,250.462472040168,1.00000001335143e-10,99.63,99.6,0,0,0,0,NaN,0.242130428552628,79.2641448974609,1,-7.721,-7.664,-7.466,-7.38,0.0199978034943342,0.0436736606061459,0.178477466106415,NaN,316.244476318359,337.733367919922,326.043731689453,NaN,0.15740283203125,0.180992935180664,0.414034942626953,NaN,0.329017400741577,0.368068844079971,0.346575856208801,NaN,-13.0270446777344,-13.0024780273437,-12.8287414550781,NaN,6.32419443130493,14.7500524520874,58.1914596557617,NaN,0,0,0,NaN,-12.6678833007812,-12.706640625,-12.7381652832031,-12.7115234375,-12.7628540039062,-12.7782653808594,-12.7673095703125,-12.5939697265625,-12.0845092773437,-11.4116271972656,-10.3960632324219,-9.25955810546873,-8.0645812988281,-6.98065795898435,-6.22324218749998,-15,-0.001,-15,0.017,-15,0.06,-15,0.079,-15,NaN,0,NaN,0.000449901869563873,0,0,0
2017-01-13 00:00,-21.1,-21.0999969482422,83,82.9950561523438,0,219.538665771484,214.492453632351,1.00000001335143e-10,100.15,100.14,0,0,0,0,NaN,0.24209488928318,79.2419128417969,1,-9.053,-8.384,-7.932,-7.664,0.019993593916297,0.0436700023710728,0.178447753190994,NaN,315.622192382813,337.761657714844,326.098022460938,NaN,0.157914276123047,0.181345840454102,0.414069915771484,NaN,0.328074753284454,0.368121951818466,0.346674293279648,NaN,-17.3395446777344,-16.3808959960937,-13.8120788574219,NaN,6.31042194366455,14.7500524520874,58.1914596557617,NaN,0,0,0,NaN,-13.4762329101562,-13.3026489257812,-13.1591857910156,-13.2799743652344,-13.0275939941406,-12.8793395996094,-12.7421936035156,-12.4745544433594,-11.9986328125,-11.3776916503906,-10.4147399902344,-9.31378784179685,-8.13828124999998,-7.05454101562498,-6.28265991210935,-15,-0.003,-15,0.019,-15,0.065,-15,0.085,-15,NaN,0,NaN,0.00043902597667706,0,0,0
